"YEAR","STATE","STATE.NAME","COUNTY","COUNTY.NAME","FATALITIES"
1975,1,"Alabama",1,"Autauga",2
1975,1,"Alabama",3,"Baldwin",30
1975,1,"Alabama",5,"Barbour",9
1975,1,"Alabama",7,"Bibb",3
1975,1,"Alabama",9,"Blount",12
1975,1,"Alabama",11,"Bullock",6
1975,1,"Alabama",13,"Butler",12
1975,1,"Alabama",15,"Calhoun",24
1975,1,"Alabama",17,"Chambers",10
1975,1,"Alabama",19,"Cherokee",2
1975,1,"Alabama",21,"Chilton",15
1975,1,"Alabama",23,"Choctaw",3
1975,1,"Alabama",25,"Clarke",10
1975,1,"Alabama",27,"Clay",6
1975,1,"Alabama",29,"Cleburne",2
1975,1,"Alabama",31,"Coffee",9
1975,1,"Alabama",33,"Colbert",15
1975,1,"Alabama",35,"Conecuh",12
1975,1,"Alabama",37,"Coosa",7
1975,1,"Alabama",39,"Covington",17
1975,1,"Alabama",41,"Crenshaw",6
1975,1,"Alabama",43,"Cullman",15
1975,1,"Alabama",45,"Dale",10
1975,1,"Alabama",47,"Dallas",17
1975,1,"Alabama",49,"De Kalb",8
1975,1,"Alabama",51,"Elmore",18
1975,1,"Alabama",53,"Escambia",11
1975,1,"Alabama",55,"Etowah",17
1975,1,"Alabama",57,"Fayette",3
1975,1,"Alabama",59,"Franklin",7
1975,1,"Alabama",61,"Geneva",7
1975,1,"Alabama",63,"Greene",14
1975,1,"Alabama",65,"Hale",8
1975,1,"Alabama",67,"Henry",6
1975,1,"Alabama",69,"Houston",12
1975,1,"Alabama",71,"Jackson",11
1975,1,"Alabama",73,"Jefferson",112
1975,1,"Alabama",75,"Lamar",3
1975,1,"Alabama",77,"Lauderdale",18
1975,1,"Alabama",79,"Lawrence",7
1975,1,"Alabama",81,"Lee",24
1975,1,"Alabama",83,"Limestone",9
1975,1,"Alabama",85,"Lowndes",6
1975,1,"Alabama",87,"Macon",5
1975,1,"Alabama",89,"Madison",33
1975,1,"Alabama",91,"Marengo",7
1975,1,"Alabama",93,"Marion",8
1975,1,"Alabama",95,"Marshall",21
1975,1,"Alabama",97,"Mobile",59
1975,1,"Alabama",99,"Monroe",2
1975,1,"Alabama",101,"Montgomery",46
1975,1,"Alabama",103,"Morgan",17
1975,1,"Alabama",105,"Perry",4
1975,1,"Alabama",107,"Pickens",9
1975,1,"Alabama",109,"Pike",8
1975,1,"Alabama",111,"Randolph",2
1975,1,"Alabama",113,"Russell",8
1975,1,"Alabama",115,"St Clair",4
1975,1,"Alabama",117,"Shelby",22
1975,1,"Alabama",119,"Sumter",7
1975,1,"Alabama",121,"Talladega",19
1975,1,"Alabama",123,"Tallapoosa",4
1975,1,"Alabama",125,"Tuscaloosa",28
1975,1,"Alabama",127,"Walker",12
1975,1,"Alabama",129,"Washington",3
1975,1,"Alabama",131,"Wilcox",7
1975,1,"Alabama",133,"Winston",12
1975,2,"Alaska",10,NA,1
1975,2,"Alaska",20,"Anchorage",41
1975,2,"Alaska",80,NA,1
1975,2,"Alaska",90,"Fairbanks North Star",14
1975,2,"Alaska",110,"Juneau",2
1975,2,"Alaska",120,NA,6
1975,2,"Alaska",130,"Ketchikan Gateway",3
1975,2,"Alaska",170,"Matanuska Susitna",9
1975,2,"Alaska",180,"Nome",1
1975,2,"Alaska",210,NA,11
1975,2,"Alaska",220,"Sitka",1
1975,2,"Alaska",240,"Southeast Fairbanks",2
1975,2,"Alaska",250,NA,1
1975,2,"Alaska",260,NA,10
1975,2,"Alaska",280,"Wrangell Petersburg",1
1975,2,"Alaska",290,"Yukon Koyukuk",8
1975,4,"Arizona",1,"Apache",34
1975,4,"Arizona",3,"Cochise",20
1975,4,"Arizona",5,"Coconino",46
1975,4,"Arizona",7,"Gila",14
1975,4,"Arizona",9,"Graham",15
1975,4,"Arizona",11,"Greenlee",7
1975,4,"Arizona",13,"Maricopa",260
1975,4,"Arizona",15,"Mohave",35
1975,4,"Arizona",17,"Navajo",25
1975,4,"Arizona",19,"Pima",99
1975,4,"Arizona",21,"Pinal",41
1975,4,"Arizona",23,"Santa Cruz",8
1975,4,"Arizona",25,"Yavapai",30
1975,4,"Arizona",27,"Yuma",36
1975,5,"Arkansas",1,"Arkansas",3
1975,5,"Arkansas",3,"Ashley",4
1975,5,"Arkansas",5,"Baxter",5
1975,5,"Arkansas",7,"Benton",23
1975,5,"Arkansas",9,"Boone",1
1975,5,"Arkansas",11,"Bradley",2
1975,5,"Arkansas",13,"Calhoun",1
1975,5,"Arkansas",15,"Carroll",2
1975,5,"Arkansas",17,"Chicot",8
1975,5,"Arkansas",19,"Clark",9
1975,5,"Arkansas",21,"Clay",5
1975,5,"Arkansas",23,"Cleburne",4
1975,5,"Arkansas",25,"Cleveland",2
1975,5,"Arkansas",27,"Columbia",7
1975,5,"Arkansas",29,"Conway",14
1975,5,"Arkansas",31,"Craighead",14
1975,5,"Arkansas",33,"Crawford",7
1975,5,"Arkansas",35,"Crittenden",21
1975,5,"Arkansas",37,"Cross",6
1975,5,"Arkansas",39,"Dallas",3
1975,5,"Arkansas",41,"Desha",4
1975,5,"Arkansas",43,"Drew",6
1975,5,"Arkansas",45,"Faulkner",5
1975,5,"Arkansas",47,"Franklin",7
1975,5,"Arkansas",49,"Fulton",10
1975,5,"Arkansas",51,"Garland",9
1975,5,"Arkansas",53,"Grant",8
1975,5,"Arkansas",55,"Greene",7
1975,5,"Arkansas",57,"Hempstead",11
1975,5,"Arkansas",59,"Hot Spring",5
1975,5,"Arkansas",61,"Howard",1
1975,5,"Arkansas",63,"Independence",8
1975,5,"Arkansas",67,"Jackson",11
1975,5,"Arkansas",69,"Jefferson",21
1975,5,"Arkansas",71,"Johnson",6
1975,5,"Arkansas",75,"Lawrence",7
1975,5,"Arkansas",77,"Lee",8
1975,5,"Arkansas",79,"Lincoln",5
1975,5,"Arkansas",81,"Little River",2
1975,5,"Arkansas",83,"Logan",5
1975,5,"Arkansas",85,"Lonoke",10
1975,5,"Arkansas",87,"Madison",2
1975,5,"Arkansas",91,"Miller",8
1975,5,"Arkansas",93,"Mississippi",16
1975,5,"Arkansas",95,"Monroe",11
1975,5,"Arkansas",97,NA,9
1975,5,"Arkansas",99,"Nevada",4
1975,5,"Arkansas",101,"Newton",2
1975,5,"Arkansas",103,"Ouachita",12
1975,5,"Arkansas",105,"Perry",2
1975,5,"Arkansas",107,"Phillips",7
1975,5,"Arkansas",109,"Pike",4
1975,5,"Arkansas",111,"Poinsett",13
1975,5,"Arkansas",113,"Polk",3
1975,5,"Arkansas",115,"Pope",7
1975,5,"Arkansas",119,"Pulaski",43
1975,5,"Arkansas",121,"Randolph",4
1975,5,"Arkansas",123,"St Francis",21
1975,5,"Arkansas",125,"Saline",8
1975,5,"Arkansas",127,"Scott",4
1975,5,"Arkansas",129,"Searcy",6
1975,5,"Arkansas",131,"Sebastian",10
1975,5,"Arkansas",133,"Sevier",2
1975,5,"Arkansas",135,"Sharp",3
1975,5,"Arkansas",137,"Stone",2
1975,5,"Arkansas",139,"Union",15
1975,5,"Arkansas",141,"Van Buren",8
1975,5,"Arkansas",143,"Washington",16
1975,5,"Arkansas",145,"White",12
1975,5,"Arkansas",147,"Woodruff",3
1975,5,"Arkansas",149,"Yell",5
1975,6,"California",1,"Alameda",126
1975,6,"California",3,"Alpine",4
1975,6,"California",5,"Amador",6
1975,6,"California",7,"Butte",40
1975,6,"California",9,"Calaveras",11
1975,6,"California",11,"Colusa",4
1975,6,"California",13,"Contra Costa",92
1975,6,"California",15,"Del Norte",9
1975,6,"California",17,"El Dorado",29
1975,6,"California",19,"Fresno",184
1975,6,"California",21,"Glenn",10
1975,6,"California",23,"Humboldt",28
1975,6,"California",25,"Imperial",62
1975,6,"California",27,"Inyo",14
1975,6,"California",29,"Kern",171
1975,6,"California",31,"Kings",30
1975,6,"California",33,"Lake",12
1975,6,"California",35,"Lassen",17
1975,6,"California",37,"Los Angeles",895
1975,6,"California",39,"Madera",18
1975,6,"California",41,"Marin",32
1975,6,"California",43,"Mariposa",10
1975,6,"California",45,"Mendocino",26
1975,6,"California",47,"Merced",33
1975,6,"California",49,"Modoc",9
1975,6,"California",51,"Mono",9
1975,6,"California",53,"Monterey",92
1975,6,"California",55,"Napa",37
1975,6,"California",57,"Nevada",13
1975,6,"California",59,"Orange",208
1975,6,"California",61,"Placer",26
1975,6,"California",63,"Plumas",10
1975,6,"California",65,"Riverside",177
1975,6,"California",67,"Sacramento",113
1975,6,"California",69,"San Benito",9
1975,6,"California",71,"San Bernardino",220
1975,6,"California",73,"San Diego",246
1975,6,"California",75,"San Francisco",86
1975,6,"California",77,"San Joaquin",107
1975,6,"California",79,"San Luis Obispo",39
1975,6,"California",81,"San Mateo",69
1975,6,"California",83,"Santa Barbara",42
1975,6,"California",85,"Santa Clara",169
1975,6,"California",87,"Santa Cruz",44
1975,6,"California",89,"Shasta",33
1975,6,"California",91,"Sierra",2
1975,6,"California",93,"Siskiyou",19
1975,6,"California",95,"Solano",46
1975,6,"California",97,"Sonoma",64
1975,6,"California",99,"Stanislaus",76
1975,6,"California",101,"Sutter",14
1975,6,"California",103,"Tehama",23
1975,6,"California",105,"Trinity",8
1975,6,"California",107,"Tulare",79
1975,6,"California",109,"Tuolumne",15
1975,6,"California",111,"Ventura",83
1975,6,"California",113,"Yolo",28
1975,6,"California",115,"Yuba",14
1975,8,"Colorado",1,"Adams",42
1975,8,"Colorado",3,"Alamosa",6
1975,8,"Colorado",5,"Arapahoe",22
1975,8,"Colorado",7,"Archuleta",1
1975,8,"Colorado",9,"Baca",7
1975,8,"Colorado",11,"Bent",3
1975,8,"Colorado",13,"Boulder",46
1975,8,"Colorado",15,"Chaffee",9
1975,8,"Colorado",19,"Clear Creek",6
1975,8,"Colorado",21,"Conejos",4
1975,8,"Colorado",23,"Costilla",2
1975,8,"Colorado",25,"Crowley",1
1975,8,"Colorado",29,"Delta",1
1975,8,"Colorado",31,"Denver",53
1975,8,"Colorado",33,"Dolores",1
1975,8,"Colorado",35,"Douglas",6
1975,8,"Colorado",37,"Eagle",8
1975,8,"Colorado",39,"Elbert",3
1975,8,"Colorado",41,"El Paso",32
1975,8,"Colorado",43,"Fremont",11
1975,8,"Colorado",45,"Garfield",14
1975,8,"Colorado",47,"Gilpin",1
1975,8,"Colorado",49,"Grand",7
1975,8,"Colorado",51,"Gunnison",12
1975,8,"Colorado",53,"Hinsdale",1
1975,8,"Colorado",55,"Huerfano",8
1975,8,"Colorado",57,"Jackson",1
1975,8,"Colorado",59,"Jefferson",48
1975,8,"Colorado",61,"Kiowa",1
1975,8,"Colorado",63,"Kit Carson",5
1975,8,"Colorado",65,"Lake",3
1975,8,"Colorado",67,"La Plata",7
1975,8,"Colorado",69,"Larimer",20
1975,8,"Colorado",71,"Las Animas",13
1975,8,"Colorado",73,"Lincoln",3
1975,8,"Colorado",75,"Logan",7
1975,8,"Colorado",77,"Mesa",21
1975,8,"Colorado",79,"Mineral",1
1975,8,"Colorado",81,"Moffat",8
1975,8,"Colorado",83,"Montezuma",8
1975,8,"Colorado",85,"Montrose",4
1975,8,"Colorado",87,"Morgan",9
1975,8,"Colorado",89,"Otero",11
1975,8,"Colorado",91,"Ouray",3
1975,8,"Colorado",93,"Park",1
1975,8,"Colorado",95,"Phillips",3
1975,8,"Colorado",97,"Pitkin",6
1975,8,"Colorado",99,"Prowers",3
1975,8,"Colorado",101,"Pueblo",25
1975,8,"Colorado",103,"Rio Blanco",9
1975,8,"Colorado",105,"Rio Grande",3
1975,8,"Colorado",107,"Routt",4
1975,8,"Colorado",111,"San Juan",4
1975,8,"Colorado",113,"San Miguel",4
1975,8,"Colorado",115,"Sedgwick",1
1975,8,"Colorado",117,"Summit",6
1975,8,"Colorado",119,"Teller",2
1975,8,"Colorado",121,"Washington",1
1975,8,"Colorado",123,"Weld",26
1975,8,"Colorado",125,"Yuma",3
1975,9,"Connecticut",1,"Fairfield",78
1975,9,"Connecticut",3,"Hartford",96
1975,9,"Connecticut",5,"Litchfield",23
1975,9,"Connecticut",7,"Middlesex",20
1975,9,"Connecticut",9,"New Haven",79
1975,9,"Connecticut",11,"New London",47
1975,9,"Connecticut",13,"Tolland",27
1975,9,"Connecticut",15,"Windham",16
1975,9,"Connecticut",999,NA,3
1975,10,"Delaware",1,"Kent",27
1975,10,"Delaware",3,"New Castle",65
1975,10,"Delaware",5,"Sussex",30
1975,11,"District of Columbia",1,"District of Columbia",70
1975,12,"Florida",1,"Alachua",36
1975,12,"Florida",3,"Baker",4
1975,12,"Florida",5,"Bay",23
1975,12,"Florida",7,"Bradford",8
1975,12,"Florida",9,"Brevard",55
1975,12,"Florida",11,"Broward",145
1975,12,"Florida",13,"Calhoun",9
1975,12,"Florida",15,"Charlotte",12
1975,12,"Florida",17,"Citrus",15
1975,12,"Florida",19,"Clay",10
1975,12,"Florida",21,"Collier",16
1975,12,"Florida",23,"Columbia",9
1975,12,"Florida",25,NA,230
1975,12,"Florida",27,"De Soto",9
1975,12,"Florida",29,"Dixie",2
1975,12,"Florida",31,"Duval",116
1975,12,"Florida",33,"Escambia",34
1975,12,"Florida",35,"Flagler",6
1975,12,"Florida",37,"Franklin",4
1975,12,"Florida",39,"Gadsden",15
1975,12,"Florida",41,"Gilchrist",4
1975,12,"Florida",43,"Glades",12
1975,12,"Florida",45,"Gulf",1
1975,12,"Florida",47,"Hamilton",4
1975,12,"Florida",49,"Hardee",10
1975,12,"Florida",51,"Hendry",3
1975,12,"Florida",53,"Hernando",9
1975,12,"Florida",55,"Highlands",14
1975,12,"Florida",57,"Hillsborough",135
1975,12,"Florida",59,"Holmes",8
1975,12,"Florida",61,"Indian River",20
1975,12,"Florida",63,"Jackson",13
1975,12,"Florida",65,"Jefferson",3
1975,12,"Florida",67,"Lafayette",2
1975,12,"Florida",69,"Lake",48
1975,12,"Florida",71,"Lee",38
1975,12,"Florida",73,"Leon",24
1975,12,"Florida",75,"Levy",12
1975,12,"Florida",77,"Liberty",7
1975,12,"Florida",79,"Madison",7
1975,12,"Florida",81,"Manatee",34
1975,12,"Florida",83,"Marion",33
1975,12,"Florida",85,"Martin",18
1975,12,"Florida",87,"Monroe",36
1975,12,"Florida",89,"Nassau",14
1975,12,"Florida",91,"Okaloosa",15
1975,12,"Florida",93,"Okeechobee",6
1975,12,"Florida",95,"Orange",82
1975,12,"Florida",97,"Osceola",25
1975,12,"Florida",99,"Palm Beach",120
1975,12,"Florida",101,"Pasco",33
1975,12,"Florida",103,"Pinellas",107
1975,12,"Florida",105,"Polk",114
1975,12,"Florida",107,"Putnam",14
1975,12,"Florida",109,"St Johns",25
1975,12,"Florida",111,"St Lucie",17
1975,12,"Florida",113,"Santa Rosa",15
1975,12,"Florida",115,"Sarasota",35
1975,12,"Florida",117,"Seminole",20
1975,12,"Florida",119,"Sumter",17
1975,12,"Florida",121,"Suwannee",10
1975,12,"Florida",123,"Taylor",11
1975,12,"Florida",127,"Volusia",53
1975,12,"Florida",129,"Wakulla",2
1975,12,"Florida",131,"Walton",6
1975,12,"Florida",133,"Washington",4
1975,13,"Georgia",1,"Appling",9
1975,13,"Georgia",3,"Atkinson",2
1975,13,"Georgia",5,"Bacon",9
1975,13,"Georgia",7,"Baker",4
1975,13,"Georgia",9,"Baldwin",16
1975,13,"Georgia",11,"Banks",4
1975,13,"Georgia",13,"Barrow",5
1975,13,"Georgia",15,"Bartow",11
1975,13,"Georgia",17,"Ben Hill",3
1975,13,"Georgia",19,"Berrien",2
1975,13,"Georgia",21,"Bibb",38
1975,13,"Georgia",23,"Bleckley",3
1975,13,"Georgia",25,"Brantley",3
1975,13,"Georgia",27,"Brooks",1
1975,13,"Georgia",29,"Bryan",7
1975,13,"Georgia",31,"Bulloch",10
1975,13,"Georgia",33,"Burke",7
1975,13,"Georgia",35,"Butts",5
1975,13,"Georgia",39,"Camden",12
1975,13,"Georgia",45,"Carroll",15
1975,13,"Georgia",47,"Catoosa",15
1975,13,"Georgia",49,"Charlton",6
1975,13,"Georgia",51,"Chatham",37
1975,13,"Georgia",53,"Chattahoochee",1
1975,13,"Georgia",55,"Chattooga",9
1975,13,"Georgia",57,"Cherokee",14
1975,13,"Georgia",59,"Clarke",25
1975,13,"Georgia",63,"Clayton",23
1975,13,"Georgia",65,"Clinch",2
1975,13,"Georgia",67,"Cobb",59
1975,13,"Georgia",69,"Coffee",7
1975,13,"Georgia",71,"Colquitt",7
1975,13,"Georgia",73,"Columbia",12
1975,13,"Georgia",75,"Cook",1
1975,13,"Georgia",77,"Coweta",20
1975,13,"Georgia",79,"Crawford",4
1975,13,"Georgia",83,"Dade",5
1975,13,"Georgia",87,"Decatur",10
1975,13,"Georgia",89,"De Kalb",63
1975,13,"Georgia",91,"Dodge",13
1975,13,"Georgia",93,"Dooly",1
1975,13,"Georgia",95,"Dougherty",18
1975,13,"Georgia",97,"Douglas",16
1975,13,"Georgia",99,"Early",2
1975,13,"Georgia",101,"Echols",2
1975,13,"Georgia",103,"Effingham",5
1975,13,"Georgia",105,"Elbert",3
1975,13,"Georgia",107,"Emanuel",8
1975,13,"Georgia",109,"Evans",2
1975,13,"Georgia",111,"Fannin",3
1975,13,"Georgia",113,"Fayette",5
1975,13,"Georgia",115,"Floyd",8
1975,13,"Georgia",117,"Forsyth",7
1975,13,"Georgia",119,"Franklin",13
1975,13,"Georgia",121,"Fulton",100
1975,13,"Georgia",125,"Glascock",1
1975,13,"Georgia",127,"Glynn",12
1975,13,"Georgia",129,"Gordon",9
1975,13,"Georgia",131,"Grady",9
1975,13,"Georgia",133,"Greene",3
1975,13,"Georgia",135,"Gwinnett",16
1975,13,"Georgia",137,"Habersham",8
1975,13,"Georgia",139,"Hall",16
1975,13,"Georgia",141,"Hancock",7
1975,13,"Georgia",143,"Haralson",8
1975,13,"Georgia",145,"Harris",6
1975,13,"Georgia",147,"Hart",7
1975,13,"Georgia",149,"Heard",2
1975,13,"Georgia",151,"Henry",9
1975,13,"Georgia",153,"Houston",14
1975,13,"Georgia",155,"Irwin",3
1975,13,"Georgia",157,"Jackson",2
1975,13,"Georgia",159,"Jasper",2
1975,13,"Georgia",161,"Jeff Davis",2
1975,13,"Georgia",163,"Jefferson",11
1975,13,"Georgia",165,"Jenkins",2
1975,13,"Georgia",167,"Johnson",5
1975,13,"Georgia",169,"Jones",6
1975,13,"Georgia",171,"Lamar",5
1975,13,"Georgia",173,"Lanier",3
1975,13,"Georgia",175,"Laurens",16
1975,13,"Georgia",179,"Liberty",7
1975,13,"Georgia",181,"Lincoln",3
1975,13,"Georgia",183,"Long",3
1975,13,"Georgia",185,"Lowndes",23
1975,13,"Georgia",187,"Lumpkin",1
1975,13,"Georgia",189,"McDuffie",5
1975,13,"Georgia",191,"McIntosh",3
1975,13,"Georgia",193,"Macon",4
1975,13,"Georgia",195,"Madison",3
1975,13,"Georgia",197,"Marion",5
1975,13,"Georgia",199,"Meriwether",13
1975,13,"Georgia",201,"Miller",2
1975,13,"Georgia",205,"Mitchell",4
1975,13,"Georgia",207,"Monroe",4
1975,13,"Georgia",209,"Montgomery",2
1975,13,"Georgia",211,"Morgan",6
1975,13,"Georgia",213,"Murray",8
1975,13,"Georgia",215,"Muscogee",27
1975,13,"Georgia",217,"Newton",6
1975,13,"Georgia",219,"Oconee",4
1975,13,"Georgia",221,"Oglethorpe",6
1975,13,"Georgia",223,"Paulding",9
1975,13,"Georgia",225,"Peach",3
1975,13,"Georgia",227,"Pickens",4
1975,13,"Georgia",229,"Pierce",6
1975,13,"Georgia",231,"Pike",1
1975,13,"Georgia",233,"Polk",5
1975,13,"Georgia",235,"Pulaski",8
1975,13,"Georgia",237,"Putnam",4
1975,13,"Georgia",239,"Quitman",3
1975,13,"Georgia",241,"Rabun",1
1975,13,"Georgia",243,"Randolph",3
1975,13,"Georgia",245,"Richmond",43
1975,13,"Georgia",247,"Rockdale",8
1975,13,"Georgia",251,"Screven",7
1975,13,"Georgia",253,"Seminole",2
1975,13,"Georgia",255,"Spalding",11
1975,13,"Georgia",257,"Stephens",3
1975,13,"Georgia",259,"Stewart",2
1975,13,"Georgia",261,"Sumter",5
1975,13,"Georgia",263,"Talbot",3
1975,13,"Georgia",267,"Tattnall",9
1975,13,"Georgia",269,"Taylor",13
1975,13,"Georgia",271,"Telfair",2
1975,13,"Georgia",273,"Terrell",2
1975,13,"Georgia",275,"Thomas",17
1975,13,"Georgia",277,"Tift",16
1975,13,"Georgia",279,"Toombs",10
1975,13,"Georgia",283,"Treutlen",5
1975,13,"Georgia",285,"Troup",16
1975,13,"Georgia",287,"Turner",8
1975,13,"Georgia",289,"Twiggs",9
1975,13,"Georgia",291,"Union",2
1975,13,"Georgia",293,"Upson",8
1975,13,"Georgia",295,"Walker",17
1975,13,"Georgia",297,"Walton",9
1975,13,"Georgia",299,"Ware",9
1975,13,"Georgia",301,"Warren",2
1975,13,"Georgia",303,"Washington",7
1975,13,"Georgia",305,"Wayne",7
1975,13,"Georgia",307,"Webster",3
1975,13,"Georgia",309,"Wheeler",4
1975,13,"Georgia",311,"White",6
1975,13,"Georgia",313,"Whitfield",8
1975,13,"Georgia",315,"Wilcox",4
1975,13,"Georgia",317,"Wilkes",3
1975,13,"Georgia",319,"Wilkinson",5
1975,13,"Georgia",321,"Worth",10
1975,13,"Georgia",999,NA,3
1975,15,"Hawaii",1,"Hawaii",23
1975,15,"Hawaii",3,"Honolulu",94
1975,15,"Hawaii",7,"Kauai",9
1975,15,"Hawaii",9,"Maui",18
1975,16,"Idaho",1,"Ada",21
1975,16,"Idaho",5,"Bannock",19
1975,16,"Idaho",7,"Bear Lake",3
1975,16,"Idaho",9,"Benewah",5
1975,16,"Idaho",11,"Bingham",12
1975,16,"Idaho",13,"Blaine",4
1975,16,"Idaho",15,"Boise",6
1975,16,"Idaho",17,"Bonner",8
1975,16,"Idaho",19,"Bonneville",17
1975,16,"Idaho",21,"Boundary",4
1975,16,"Idaho",23,"Butte",1
1975,16,"Idaho",27,"Canyon",15
1975,16,"Idaho",29,"Caribou",5
1975,16,"Idaho",31,"Cassia",9
1975,16,"Idaho",33,"Clark",1
1975,16,"Idaho",35,"Clearwater",5
1975,16,"Idaho",37,"Custer",2
1975,16,"Idaho",39,"Elmore",10
1975,16,"Idaho",41,"Franklin",1
1975,16,"Idaho",43,"Fremont",6
1975,16,"Idaho",45,"Gem",2
1975,16,"Idaho",47,"Gooding",3
1975,16,"Idaho",49,"Idaho",10
1975,16,"Idaho",51,"Jefferson",6
1975,16,"Idaho",53,"Jerome",6
1975,16,"Idaho",55,"Kootenai",14
1975,16,"Idaho",57,"Latah",8
1975,16,"Idaho",59,"Lemhi",7
1975,16,"Idaho",61,"Lewis",1
1975,16,"Idaho",63,"Lincoln",5
1975,16,"Idaho",65,"Madison",7
1975,16,"Idaho",67,"Minidoka",8
1975,16,"Idaho",69,"Nez Perce",4
1975,16,"Idaho",71,"Oneida",2
1975,16,"Idaho",73,"Owyhee",4
1975,16,"Idaho",75,"Payette",2
1975,16,"Idaho",77,"Power",5
1975,16,"Idaho",79,"Shoshone",9
1975,16,"Idaho",81,"Teton",1
1975,16,"Idaho",83,"Twin Falls",14
1975,16,"Idaho",85,"Valley",7
1975,16,"Idaho",87,"Washington",2
1975,17,"Illinois",1,"Adams",14
1975,17,"Illinois",3,"Alexander",2
1975,17,"Illinois",5,"Bond",3
1975,17,"Illinois",7,"Boone",9
1975,17,"Illinois",9,"Brown",5
1975,17,"Illinois",11,"Bureau",7
1975,17,"Illinois",13,"Calhoun",3
1975,17,"Illinois",15,"Carroll",10
1975,17,"Illinois",17,"Cass",2
1975,17,"Illinois",19,"Champaign",36
1975,17,"Illinois",21,"Christian",5
1975,17,"Illinois",23,"Clark",3
1975,17,"Illinois",25,"Clay",5
1975,17,"Illinois",27,"Clinton",20
1975,17,"Illinois",29,"Coles",9
1975,17,"Illinois",31,"Cook",574
1975,17,"Illinois",33,"Crawford",6
1975,17,"Illinois",35,"Cumberland",4
1975,17,"Illinois",37,"De Kalb",17
1975,17,"Illinois",39,"Dewitt",3
1975,17,"Illinois",41,"Douglas",2
1975,17,"Illinois",43,"Du Page",71
1975,17,"Illinois",45,"Edgar",6
1975,17,"Illinois",47,"Edwards",1
1975,17,"Illinois",49,"Effingham",18
1975,17,"Illinois",51,"Fayette",9
1975,17,"Illinois",53,"Ford",4
1975,17,"Illinois",55,"Franklin",14
1975,17,"Illinois",57,"Fulton",19
1975,17,"Illinois",59,"Gallatin",2
1975,17,"Illinois",61,"Greene",5
1975,17,"Illinois",63,"Grundy",15
1975,17,"Illinois",65,"Hamilton",1
1975,17,"Illinois",67,"Hancock",9
1975,17,"Illinois",69,"Hardin",4
1975,17,"Illinois",71,"Henderson",10
1975,17,"Illinois",73,"Henry",16
1975,17,"Illinois",75,"Iroquois",9
1975,17,"Illinois",77,"Jackson",9
1975,17,"Illinois",79,"Jasper",6
1975,17,"Illinois",81,"Jefferson",8
1975,17,"Illinois",83,"Jersey",12
1975,17,"Illinois",85,"Jo Daviess",9
1975,17,"Illinois",87,"Johnson",3
1975,17,"Illinois",89,"Kane",63
1975,17,"Illinois",91,"Kankakee",31
1975,17,"Illinois",93,"Kendall",7
1975,17,"Illinois",95,"Knox",12
1975,17,"Illinois",97,"Lake",97
1975,17,"Illinois",99,"La Salle",35
1975,17,"Illinois",101,"Lawrence",8
1975,17,"Illinois",103,"Lee",16
1975,17,"Illinois",105,"Livingston",14
1975,17,"Illinois",107,"Logan",7
1975,17,"Illinois",109,"McDonough",16
1975,17,"Illinois",111,"McHenry",43
1975,17,"Illinois",113,"Mclean",27
1975,17,"Illinois",115,"Macon",19
1975,17,"Illinois",117,"Macoupin",14
1975,17,"Illinois",119,"Madison",80
1975,17,"Illinois",121,"Marion",7
1975,17,"Illinois",123,"Marshall",6
1975,17,"Illinois",125,"Mason",4
1975,17,"Illinois",127,"Massac",5
1975,17,"Illinois",129,"Menard",3
1975,17,"Illinois",131,"Mercer",6
1975,17,"Illinois",133,"Monroe",4
1975,17,"Illinois",135,"Montgomery",11
1975,17,"Illinois",137,"Morgan",6
1975,17,"Illinois",139,"Moultrie",2
1975,17,"Illinois",141,"Ogle",24
1975,17,"Illinois",143,"Peoria",34
1975,17,"Illinois",145,"Perry",3
1975,17,"Illinois",147,"Piatt",3
1975,17,"Illinois",149,"Pike",8
1975,17,"Illinois",151,"Pope",2
1975,17,"Illinois",153,"Pulaski",2
1975,17,"Illinois",155,"Putnam",1
1975,17,"Illinois",157,"Randolph",18
1975,17,"Illinois",159,"Richland",4
1975,17,"Illinois",161,"Rock Island",38
1975,17,"Illinois",163,"St Clair",74
1975,17,"Illinois",165,"Saline",7
1975,17,"Illinois",167,"Sangamon",26
1975,17,"Illinois",169,"Schuyler",1
1975,17,"Illinois",171,"Scott",1
1975,17,"Illinois",173,"Shelby",10
1975,17,"Illinois",175,"Stark",4
1975,17,"Illinois",177,"Stephenson",16
1975,17,"Illinois",179,"Tazewell",34
1975,17,"Illinois",181,"Union",7
1975,17,"Illinois",183,"Vermilion",11
1975,17,"Illinois",185,"Wabash",5
1975,17,"Illinois",187,"Warren",6
1975,17,"Illinois",189,"Washington",2
1975,17,"Illinois",191,"Wayne",2
1975,17,"Illinois",193,"White",9
1975,17,"Illinois",195,"Whiteside",18
1975,17,"Illinois",197,"Will",66
1975,17,"Illinois",199,"Williamson",16
1975,17,"Illinois",201,"Winnebago",38
1975,17,"Illinois",203,"Woodford",6
1975,17,"Illinois",999,NA,3
1975,18,"Indiana",1,"Adams",3
1975,18,"Indiana",3,"Allen",54
1975,18,"Indiana",5,"Bartholomew",13
1975,18,"Indiana",7,"Benton",6
1975,18,"Indiana",9,"Blackford",4
1975,18,"Indiana",11,"Boone",14
1975,18,"Indiana",13,"Brown",5
